,step,time_stamp,eval/avg_episodic_length,eval/avg_episodic_return,eval/avg_winrate,charts/avg_episodic_return,charts/avg_episodic_length,env,run
37,60473344,1693559229.7217114,16.739999771118164,16.475000381469727,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
38,60524544,1693559247.9103823,16.059999465942383,15.779999732971191,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
39,60575744,1693559266.0067856,15.529999732971191,15.234999656677246,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
40,60626944,1693559284.1653903,16.219999313354492,15.944999694824219,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
41,60678144,1693559302.0934236,15.210000038146973,14.904999732971191,0.38999998569488525,,,Sudoku-nostop0,AnealLRMuchLonger
42,60729344,1693559320.506192,17.299999237060547,17.030000686645508,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
43,60780544,1693559340.0295246,14.039999961853027,13.71500015258789,0.3499999940395355,,,Sudoku-nostop0,AnealLRMuchLonger
44,60831744,1693559360.0728118,16.780000686645508,16.5,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
45,60882944,1693559380.5884569,18.239999771118164,18.0,0.5199999809265137,,,Sudoku-nostop0,AnealLRMuchLonger
46,60934144,1693559400.373715,15.59000015258789,15.305000305175781,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
47,60985344,1693559419.0749984,15.640000343322754,15.354999542236328,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
48,61036544,1693559438.9854877,16.790000915527344,16.530000686645508,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
49,61087744,1693559459.3071113,16.889999389648438,16.639999389648438,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
50,61138944,1693559477.4538205,17.350000381469727,17.09000015258789,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
51,61190144,1693559494.3457432,12.460000038146973,12.125,0.33000001311302185,77.0,31.0,Sudoku-nostop0,AnealLRMuchLonger
52,61241344,1693559514.486398,16.600000381469727,16.325000762939453,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
53,61292544,1693559534.4827142,16.6299991607666,16.364999771118164,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
54,61343744,1693559554.0988576,16.6299991607666,16.364999771118164,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
55,61394944,1693559573.1679695,15.739999771118164,15.449999809265137,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
56,61446144,1693559591.2830305,16.40999984741211,16.135000228881836,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
57,61497344,1693559610.1287336,16.139999389648438,15.864999771118164,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
58,61548544,1693559628.4335754,13.489999771118164,13.149999618530273,0.3199999928474426,,,Sudoku-nostop0,AnealLRMuchLonger
59,61599744,1693559645.082036,14.199999809265137,13.885000228881836,0.3700000047683716,78.25714111328125,29.742856979370117,Sudoku-nostop0,AnealLRMuchLonger
60,61650944,1693559663.6296976,17.31999969482422,17.09000015258789,0.5400000214576721,77.8484878540039,30.15151596069336,Sudoku-nostop0,AnealLRMuchLonger
61,61702144,1693559683.3571782,16.3700008392334,16.094999313354492,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
62,61753344,1693559701.4228938,16.479999542236328,16.19499969482422,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
63,61804544,1693559719.431206,14.630000114440918,14.3149995803833,0.3700000047683716,,,Sudoku-nostop0,AnealLRMuchLonger
64,61855744,1693559737.4619513,14.529999732971191,14.199999809265137,0.3400000035762787,,,Sudoku-nostop0,AnealLRMuchLonger
65,61906944,1693559754.2004917,17.040000915527344,16.770000457763672,0.46000000834465027,77.38235473632812,30.617647171020508,Sudoku-nostop0,AnealLRMuchLonger
66,61958144,1693559773.974707,17.90999984741211,17.670000076293945,0.5199999809265137,,,Sudoku-nostop0,AnealLRMuchLonger
67,62009344,1693559792.780232,15.479999542236328,15.15999984741211,0.36000001430511475,,,Sudoku-nostop0,AnealLRMuchLonger
68,62060544,1693559811.266092,16.549999237060547,16.290000915527344,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
69,62111744,1693559829.6130657,16.489999771118164,16.209999084472656,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
70,62162944,1693559848.0245037,16.899999618530273,16.6299991607666,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
71,62214144,1693559866.437748,17.139999389648438,16.875,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
72,62265344,1693559884.6611314,15.5,15.194999694824219,0.38999998569488525,,,Sudoku-nostop0,AnealLRMuchLonger
73,62316544,1693559902.7625208,13.670000076293945,13.3100004196167,0.2800000011920929,,,Sudoku-nostop0,AnealLRMuchLonger
74,62367744,1693559921.7928674,16.780000686645508,16.524999618530273,0.49000000953674316,,,Sudoku-nostop0,AnealLRMuchLonger
75,62418944,1693559938.6375334,15.670000076293945,15.380000114440918,0.41999998688697815,78.34285736083984,29.657142639160156,Sudoku-nostop0,AnealLRMuchLonger
76,62470144,1693559960.8587396,15.399999618530273,15.100000381469727,0.4000000059604645,,,Sudoku-nostop0,AnealLRMuchLonger
77,62521344,1693559980.461104,17.049999237060547,16.790000915527344,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
78,62572544,1693559997.4604964,16.690000534057617,16.415000915527344,0.44999998807907104,78.33333587646484,29.66666603088379,Sudoku-nostop0,AnealLRMuchLonger
79,62623744,1693560015.6941845,14.359999656677246,14.050000190734863,0.3799999952316284,78.1515121459961,29.84848403930664,Sudoku-nostop0,AnealLRMuchLonger
80,62674944,1693560035.1720567,17.260000228881836,17.0,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
81,62726144,1693560051.9742327,15.819999694824219,15.529999732971191,0.41999998688697815,78.14286041259766,29.85714340209961,Sudoku-nostop0,AnealLRMuchLonger
82,62777344,1693560071.6247814,16.790000915527344,16.520000457763672,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
83,62828544,1693560089.7711644,15.90999984741211,15.609999656677246,0.4000000059604645,,,Sudoku-nostop0,AnealLRMuchLonger
84,62879744,1693560107.8771055,15.729999542236328,15.444999694824219,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
85,62930944,1693560124.72047,17.739999771118164,17.510000228881836,0.5400000214576721,76.02941131591797,30.91176414489746,Sudoku-nostop0,AnealLRMuchLonger
86,62982144,1693560144.2676992,15.649999618530273,15.354999542236328,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
87,63033344,1693560162.7973452,15.880000114440918,15.579999923706055,0.4000000059604645,,,Sudoku-nostop0,AnealLRMuchLonger
88,63084544,1693560182.1464508,17.200000762939453,16.940000534057617,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
89,63135744,1693560204.3440638,15.829999923706055,15.529999732971191,0.4000000059604645,,,Sudoku-nostop0,AnealLRMuchLonger
90,63186944,1693560225.253368,16.5,16.229999542236328,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
91,63238144,1693560242.3577027,16.219999313354492,15.9399995803833,0.4399999976158142,78.22856903076172,29.77142906188965,Sudoku-nostop0,AnealLRMuchLonger
92,63289344,1693560262.4002378,15.460000038146973,15.170000076293945,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
93,63340544,1693560280.8040297,17.360000610351562,17.110000610351562,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
94,63391744,1693560299.0981717,17.18000030517578,16.93000030517578,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
95,63442944,1693560318.136008,17.549999237060547,17.30500030517578,0.5099999904632568,,,Sudoku-nostop0,AnealLRMuchLonger
96,63494144,1693560336.7255344,13.789999961853027,13.454999923706055,0.33000001311302185,,,Sudoku-nostop0,AnealLRMuchLonger
97,63545344,1693560354.7426903,16.049999237060547,15.78499984741211,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
98,63596544,1693560372.7476676,17.309999465942383,17.03499984741211,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
99,63647744,1693560390.810199,17.25,17.0049991607666,0.5099999904632568,,,Sudoku-nostop0,AnealLRMuchLonger
100,63698944,1693560408.740015,13.760000228881836,13.414999961853027,0.3100000023841858,,,Sudoku-nostop0,AnealLRMuchLonger
101,63750144,1693560425.461326,15.25,14.960000038146973,0.41999998688697815,78.18181610107422,29.81818199157715,Sudoku-nostop0,AnealLRMuchLonger
102,63801344,1693560444.9682527,16.309999465942383,16.040000915527344,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
103,63852544,1693560463.0244548,16.049999237060547,15.755000114440918,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
104,63903744,1693560479.685173,17.219999313354492,16.96500015258789,0.49000000953674316,77.42424011230469,30.57575798034668,Sudoku-nostop0,AnealLRMuchLonger
105,63954944,1693560499.1861331,17.739999771118164,17.5049991607666,0.5299999713897705,,,Sudoku-nostop0,AnealLRMuchLonger
106,64006144,1693560517.1952453,15.65999984741211,15.375,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
107,64057344,1693560533.8998785,17.170000076293945,16.905000686645508,0.4699999988079071,79.36111450195312,28.63888931274414,Sudoku-nostop0,AnealLRMuchLonger
108,64108544,1693560553.4593742,15.359999656677246,15.069999694824219,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
109,64159744,1693560571.6610808,18.0,17.764999389648438,0.5299999713897705,,,Sudoku-nostop0,AnealLRMuchLonger
110,64210944,1693560588.304686,15.84000015258789,15.5600004196167,0.4399999976158142,77.94285583496094,30.05714225769043,Sudoku-nostop0,AnealLRMuchLonger
111,64262144,1693560606.3882577,16.530000686645508,16.239999771118164,0.41999998688697815,78.06060791015625,29.939393997192383,Sudoku-nostop0,AnealLRMuchLonger
112,64313344,1693560625.823394,16.549999237060547,16.274999618530273,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
113,64364544,1693560643.9248757,15.680000305175781,15.390000343322754,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
114,64415744,1693560660.5724375,14.729999542236328,14.40999984741211,0.36000001430511475,77.1515121459961,30.84848403930664,Sudoku-nostop0,AnealLRMuchLonger
115,64466944,1693560679.9007418,15.619999885559082,15.329999923706055,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
116,64518144,1693560696.6719403,18.059999465942383,17.834999084472656,0.550000011920929,78.9375,29.0625,Sudoku-nostop0,AnealLRMuchLonger
117,64569344,1693560714.8530025,15.140000343322754,14.835000038146973,0.38999998569488525,78.62857055664062,29.371429443359375,Sudoku-nostop0,AnealLRMuchLonger
118,64620544,1693560734.0242913,15.8100004196167,15.515000343322754,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
119,64671744,1693560750.652108,16.68000030517578,16.405000686645508,0.44999998807907104,77.39393615722656,30.606060028076172,Sudoku-nostop0,AnealLRMuchLonger
120,64722944,1693560770.2280138,17.579999923706055,17.329999923706055,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
121,64774144,1693560788.291195,16.530000686645508,16.229999542236328,0.4000000059604645,,,Sudoku-nostop0,AnealLRMuchLonger
122,64825344,1693560806.5182533,18.260000228881836,18.010000228881836,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
123,64876544,1693560824.5553083,15.079999923706055,14.774999618530273,0.38999998569488525,,,Sudoku-nostop0,AnealLRMuchLonger
124,64927744,1693560842.8903537,17.139999389648438,16.8700008392334,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
125,64978944,1693560861.0197423,16.270000457763672,15.975000381469727,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
126,65030144,1693560878.9818652,16.639999389648438,16.375,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
127,65081344,1693560897.1020136,15.270000457763672,14.989999771118164,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
128,65132544,1693560915.3552964,16.709999084472656,16.440000534057617,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
129,65183744,1693560932.015929,15.920000076293945,15.630000114440918,0.41999998688697815,78.4857177734375,29.514286041259766,Sudoku-nostop0,AnealLRMuchLonger
130,65234944,1693560951.4033864,16.190000534057617,15.904999732971191,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
131,65286144,1693560969.4269822,16.920000076293945,16.649999618530273,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
132,65337344,1693560987.3919754,15.890000343322754,15.604999542236328,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
133,65388544,1693561005.4328566,16.600000381469727,16.350000381469727,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
134,65439744,1693561023.4070456,16.639999389648438,16.364999771118164,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
135,65490944,1693561041.3381004,16.3700008392334,16.104999542236328,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
136,65542144,1693561058.0377965,19.0,18.764999389648438,0.5299999713897705,77.80000305175781,30.200000762939453,Sudoku-nostop0,AnealLRMuchLonger
137,65593344,1693561077.6054912,15.739999771118164,15.444999694824219,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
138,65644544,1693561095.644738,17.139999389648438,16.875,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
139,65695744,1693561113.7364144,18.09000015258789,17.850000381469727,0.5199999809265137,,,Sudoku-nostop0,AnealLRMuchLonger
140,65746944,1693561131.7665708,17.260000228881836,17.024999618530273,0.5299999713897705,,,Sudoku-nostop0,AnealLRMuchLonger
141,65798144,1693561149.7730124,16.760000228881836,16.485000610351562,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
142,65849344,1693561167.7916417,16.770000457763672,16.5,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
143,65900544,1693561185.827212,16.3700008392334,16.094999313354492,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
144,65951744,1693561203.7660336,16.219999313354492,15.914999961853027,0.38999998569488525,,,Sudoku-nostop0,AnealLRMuchLonger
145,66002944,1693561222.0069556,17.25,17.0,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
146,66054144,1693561240.0804718,17.809999465942383,17.559999465942383,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
147,66105344,1693561256.8893044,15.779999732971191,15.494999885559082,0.4300000071525574,78.03225708007812,29.967741012573242,Sudoku-nostop0,AnealLRMuchLonger
148,66156544,1693561274.9104092,15.109999656677246,14.819999694824219,0.41999998688697815,79.02857208251953,28.97142791748047,Sudoku-nostop0,AnealLRMuchLonger
149,66207744,1693561294.3699234,17.010000228881836,16.7450008392334,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
150,66258944,1693561312.354172,16.270000457763672,15.989999771118164,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
151,66310144,1693561330.3130176,16.510000228881836,16.25,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
152,66361344,1693561348.3759303,17.299999237060547,17.030000686645508,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
153,66412544,1693561366.444956,16.850000381469727,16.594999313354492,0.49000000953674316,,,Sudoku-nostop0,AnealLRMuchLonger
154,66463744,1693561384.5922618,15.779999732971191,15.494999885559082,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
155,66514944,1693561402.6082451,16.239999771118164,15.970000267028809,0.46000000834465027,77.54545593261719,30.454545974731445,Sudoku-nostop0,AnealLRMuchLonger
156,66566144,1693561422.0746052,15.729999542236328,15.4350004196167,0.4099999964237213,78.0,29.77142906188965,Sudoku-nostop0,AnealLRMuchLonger
157,66617344,1693561443.2872715,16.920000076293945,16.674999237060547,0.5099999904632568,,,Sudoku-nostop0,AnealLRMuchLonger
158,66668544,1693561462.0253718,17.809999465942383,17.559999465942383,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
159,66719744,1693561479.8472373,15.279999732971191,14.984999656677246,0.4099999964237213,77.5,30.5,Sudoku-nostop0,AnealLRMuchLonger
160,66770944,1693561500.038849,16.040000915527344,15.760000228881836,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
161,66822144,1693561519.5774794,15.0600004196167,14.760000228881836,0.4000000059604645,,,Sudoku-nostop0,AnealLRMuchLonger
162,66873344,1693561539.8358185,17.43000030517578,17.170000076293945,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
163,66924544,1693561560.182661,15.90999984741211,15.619999885559082,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
164,66975744,1693561579.8000772,16.6200008392334,16.360000610351562,0.47999998927116394,,,Sudoku-nostop0,AnealLRMuchLonger
165,67026944,1693561598.178233,17.81999969482422,17.56999969482422,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
166,67078144,1693561616.8847272,15.979999542236328,15.699999809265137,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
167,67129344,1693561635.5452623,18.18000030517578,17.950000762939453,0.5400000214576721,77.90908813476562,30.090909957885742,Sudoku-nostop0,AnealLRMuchLonger
168,67180544,1693561657.6850333,16.639999389648438,16.375,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
169,67231744,1693561677.5268002,16.780000686645508,16.5,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
170,67282944,1693561699.87226,17.25,17.0,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
171,67334144,1693561722.9438093,15.260000228881836,14.960000038146973,0.4000000059604645,,,Sudoku-nostop0,AnealLRMuchLonger
172,67385344,1693561744.6585526,16.540000915527344,16.270000457763672,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
173,67436544,1693561766.4473248,18.40999984741211,18.18000030517578,0.5400000214576721,,,Sudoku-nostop0,AnealLRMuchLonger
174,67487744,1693561787.3220122,16.479999542236328,16.204999923706055,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
175,67538944,1693561807.24743,16.610000610351562,16.334999084472656,0.44999998807907104,78.55882263183594,29.441177368164062,Sudoku-nostop0,AnealLRMuchLonger
176,67590144,1693561830.5995862,16.709999084472656,16.434999465942383,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
177,67641344,1693561850.1163085,16.700000762939453,16.424999237060547,0.44999998807907104,76.16666412353516,31.83333396911621,Sudoku-nostop0,AnealLRMuchLonger
178,67692544,1693561873.4094474,16.18000030517578,15.914999961853027,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
179,67743744,1693561892.5899906,18.860000610351562,18.655000686645508,0.5899999737739563,78.25714111328125,29.742856979370117,Sudoku-nostop0,AnealLRMuchLonger
180,67794944,1693561913.9784741,17.979999542236328,17.7450008392334,0.5299999713897705,,,Sudoku-nostop0,AnealLRMuchLonger
181,67846144,1693561932.6067314,14.819999694824219,14.524999618530273,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
182,67897344,1693561951.995,16.329999923706055,16.05500030517578,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
183,67948544,1693561972.5001879,16.790000915527344,16.524999618530273,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
184,67999744,1693561992.579047,17.540000915527344,17.30500030517578,0.5299999713897705,,,Sudoku-nostop0,AnealLRMuchLonger
185,68050944,1693562010.652239,16.40999984741211,16.139999389648438,0.46000000834465027,78.47058868408203,29.52941131591797,Sudoku-nostop0,AnealLRMuchLonger
186,68102144,1693562030.5166435,16.719999313354492,16.44499969482422,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
187,68153344,1693562048.617795,16.690000534057617,16.424999237060547,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
188,68204544,1693562066.900663,16.959999084472656,16.68000030517578,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
189,68255744,1693562085.294979,17.530000686645508,17.28499984741211,0.5099999904632568,,,Sudoku-nostop0,AnealLRMuchLonger
190,68306944,1693562103.452977,16.510000228881836,16.2450008392334,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
191,68358144,1693562120.397289,15.449999809265137,15.164999961853027,0.4300000071525574,78.4000015258789,29.600000381469727,Sudoku-nostop0,AnealLRMuchLonger
192,68409344,1693562139.998421,15.960000038146973,15.664999961853027,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
193,68460544,1693562158.1399877,16.25,15.970000267028809,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
194,68511744,1693562176.4851034,16.309999465942383,16.03499984741211,0.44999998807907104,,,Sudoku-nostop0,AnealLRMuchLonger
195,68562944,1693562195.984412,16.899999618530273,16.6299991607666,0.46000000834465027,,,Sudoku-nostop0,AnealLRMuchLonger
196,68614144,1693562215.1773221,15.739999771118164,15.449999809265137,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
197,68665344,1693562235.3391933,17.229999542236328,16.96500015258789,0.4699999988079071,,,Sudoku-nostop0,AnealLRMuchLonger
198,68716544,1693562254.5542774,15.880000114440918,15.59000015258789,0.41999998688697815,,,Sudoku-nostop0,AnealLRMuchLonger
199,68767744,1693562272.78621,16.030000686645508,15.744999885559082,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
200,68818944,1693562291.0840917,16.049999237060547,15.755000114440918,0.4099999964237213,,,Sudoku-nostop0,AnealLRMuchLonger
201,68870144,1693562309.6182845,16.809999465942383,16.530000686645508,0.4399999976158142,,,Sudoku-nostop0,AnealLRMuchLonger
202,68921344,1693562326.3513935,17.3799991607666,17.114999771118164,0.4699999988079071,78.5882339477539,29.41176414489746,Sudoku-nostop0,AnealLRMuchLonger
203,68972544,1693562346.4054341,17.149999618530273,16.899999618530273,0.5,,,Sudoku-nostop0,AnealLRMuchLonger
204,69023744,1693562364.4956417,16.170000076293945,15.885000228881836,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
205,69074944,1693562382.7590392,15.869999885559082,15.585000038146973,0.4300000071525574,,,Sudoku-nostop0,AnealLRMuchLonger
206,69126144,1693562401.4425,18.290000915527344,18.059999465942383,0.5400000214576721,,,Sudoku-nostop0,AnealLRMuchLonger
