epoch,accuracy,loss,val_accuracy,val_loss,val_winrate,winrate,run
0,0.8880631923675537,0.3683251142501831,0.9169563055038452,0.2617481648921966,0.0534370355308055,0.0269099529832601,same_fc_mlp_1693909990.6347742
1,0.9196009039878844,0.2504016160964966,0.9215505123138428,0.2423283606767654,0.0734907388687133,0.0646863430738449,same_fc_mlp_1693909990.6347742
2,0.9240109920501708,0.2343437522649765,0.9272105097770692,0.2244486659765243,0.0941953733563423,0.0825642347335815,same_fc_mlp_1693909990.6347742
3,0.9299340844154358,0.2165842354297638,0.9321955442428588,0.2099357992410659,0.1131500005722045,0.104292593896389,same_fc_mlp_1693909990.6347742
4,0.9341357350349426,0.204026773571968,0.9358171224594116,0.1989135891199112,0.1282379627227783,0.1215505823493003,same_fc_mlp_1693909990.6347742
5,0.9372347593307496,0.1948929131031036,0.9382473826408386,0.1919252276420593,0.1394777745008468,0.1344317197799682,same_fc_mlp_1693909990.6347742
6,0.93925678730011,0.188960999250412,0.940302073955536,0.186142086982727,0.149807408452034,0.1449747681617736,same_fc_mlp_1693909990.6347742
7,0.9414182901382446,0.182561993598938,0.9421822428703308,0.1805100739002227,0.1594870388507843,0.155615285038948,same_fc_mlp_1693909990.6347742
8,0.9432645440101624,0.1772713810205459,0.9440260529518129,0.175299733877182,0.1681601852178573,0.1649751216173172,same_fc_mlp_1693909990.6347742
9,0.9446804523468018,0.1732335090637207,0.9451574683189392,0.1720836758613586,0.1741212904453277,0.1718424707651138,same_fc_mlp_1693909990.6347742
0,0.9963790774345398,0.0107953138649463,0.9991234540939332,0.0029520180542021,0.9450564980506896,0.8557864427566528,big_conv_head_1693994852.9515347
1,0.9993978142738342,0.002248662058264,0.9994201064109802,0.0019972689915448,0.9623610973358154,0.9577795267105104,big_conv_head_1693994852.9515347
2,0.9995808005332948,0.0016794736729934,0.999551236629486,0.0015800972469151,0.9706823825836182,0.9684299826622008,big_conv_head_1693994852.9515347
3,0.9996898174285888,0.00139801367186,0.9996072053909302,0.0013773010578006,0.9741157293319702,0.9734803438186646,big_conv_head_1693994852.9515347
4,0.9997629523277284,0.0012159812031313,0.9996552467346193,0.0012249061837792,0.9769416451454164,0.9767453670501708,big_conv_head_1693994852.9515347
5,0.9998059272766112,0.001095829415135,0.999663472175598,0.0011885340791195,0.9776444435119628,0.978806495666504,big_conv_head_1693994852.9515347
6,0.9998329877853394,0.0010214913636446,0.9996771216392516,0.0011445946292951,0.9785823822021484,0.9801122546195984,big_conv_head_1693994852.9515347
7,0.9998512864112854,0.0009605276864022,0.9996834993362428,0.0011231747921556,0.9788712859153748,0.9811466336250304,big_conv_head_1693994852.9515347
8,0.9998658299446106,0.0009117877343669,0.9996867179870604,0.0011203566100448,0.9790277481079102,0.9820343852043152,big_conv_head_1693994852.9515347
9,0.9998769164085388,0.0008711511036381,0.9996845722198486,0.0011269758688285,0.9788824319839478,0.9827179312705994,big_conv_head_1693994852.9515347
0,0.9943155646324158,0.0170429535210132,0.9971123933792114,0.00897569488734,0.8440055847167969,0.7740576267242432,same_conv_conv_head_better_loss_1693856195.751896
1,0.9972403049468994,0.0085908072069287,0.9974210262298584,0.0083058858290314,0.8581620454788208,0.8518201112747192,same_conv_conv_head_better_loss_1693856195.751896
2,0.9974629282951356,0.0081317517906427,0.9975733757019044,0.0079587260261178,0.8650518655776978,0.8611327409744263,same_conv_conv_head_better_loss_1693856195.751896
3,0.9975824356079102,0.0079022292047739,0.9976398944854736,0.0077869920060038,0.8680629730224609,0.8655955791473389,same_conv_conv_head_better_loss_1693856195.751896
4,0.9977614879608154,0.0075160432606935,0.9978230595588684,0.0073324432596564,0.8762425780296326,0.8722506761550903,same_conv_conv_head_better_loss_1693856195.751896
5,0.9978965520858764,0.0072194975800812,0.9978863000869752,0.007163671310991,0.8790647983551025,0.8775798678398132,same_conv_conv_head_better_loss_1693856195.751896
6,0.9979631304740906,0.0070730266161262,0.9979430437088012,0.0070242467336356,0.8819684982299805,0.8803074955940247,same_conv_conv_head_better_loss_1693856195.751896
7,0.998013436794281,0.0069631566293537,0.9979944229125975,0.006902758963406,0.8842074275016785,0.8823414444923401,same_conv_conv_head_better_loss_1693856195.751896
8,0.9980560541152954,0.0068670036271214,0.9980207681655884,0.0068366499617695,0.885395348072052,0.884104311466217,same_conv_conv_head_better_loss_1693856195.751896
9,0.9980880618095398,0.0067945406772196,0.9980387091636658,0.006785299628973,0.8861870169639587,0.885413408279419,same_conv_conv_head_better_loss_1693856195.751896
0,0.6957593560218811,0.8597908616065979,0.7370285391807556,0.7399974465370178,1.8518518345445043e-06,1.273148200198193e-06,same_conv_with_fc_head_1693912399.9989173
1,0.7891507744789124,0.6062158346176147,0.82264643907547,0.5207169055938721,4.166666622040793e-05,1.7592592485016212e-05,same_conv_with_fc_head_1693912399.9989173
2,0.8328920602798462,0.4965300858020782,0.8379017114639282,0.4827190041542053,0.0001435185113223,9.039352153195068e-05,same_conv_with_fc_head_1693912399.9989173
3,0.8421309590339661,0.4710822999477386,0.8493860363960266,0.4509979486465454,0.0002509259211365,0.0001534722250653,same_conv_with_fc_head_1693912399.9989173
4,0.8574159741401672,0.4308617711067199,0.8619077205657959,0.4196273386478424,0.0004287037008907,0.0003460648003965,same_conv_with_fc_head_1693912399.9989173
5,0.8629704713821411,0.416457861661911,0.8654708862304688,0.4103521406650543,0.0006101852050051,0.0004799768503289,same_conv_with_fc_head_1693912399.9989173
6,0.864885687828064,0.4116044342517853,0.8660240769386292,0.4091467261314392,0.0006333333440124,0.000568865740206,same_conv_with_fc_head_1693912399.9989173
7,0.8661748766899109,0.4083041846752167,0.8660821318626404,0.4079005122184753,0.0006500000017695,0.000617824087385,same_conv_with_fc_head_1693912399.9989173
8,0.8672733306884766,0.4055470824241638,0.8682969212532043,0.4036093652248382,0.0007583333062939,0.0006655092583969,same_conv_with_fc_head_1693912399.9989173
9,0.8683552742004395,0.402858704328537,0.8691059947013855,0.401711493730545,0.0007722222362644,0.0007057870388962,same_conv_with_fc_head_1693912399.9989173
0,0.9799231886863708,0.0531917139887809,0.9850858449935912,0.0355840325355529,0.5234110951423645,0.4809223413467407,same_conv_conv_head_1693849476.7056108
1,0.9865319728851318,0.0307924803346395,0.987098217010498,0.0291175693273544,0.5546851754188538,0.5457013845443726,same_conv_conv_head_1693849476.7056108
2,0.9873015880584716,0.0285121425986289,0.987717628479004,0.0272896643728017,0.5648314952850342,0.5575562715530396,same_conv_conv_head_1693849476.7056108
3,0.9877448678016664,0.0273284073919057,0.9878051280975342,0.0271893143653869,0.5654722452163696,0.5646483898162842,same_conv_conv_head_1693849476.7056108
4,0.9880557656288148,0.0265389326959848,0.9879565834999084,0.026857566088438,0.5680833458900452,0.569815993309021,same_conv_conv_head_1693849476.7056108
5,0.9882956743240356,0.0259792041033506,0.9887436628341676,0.0248789843171834,0.5821833610534668,0.573817253112793,same_conv_conv_head_1693849476.7056108
6,0.9884718656539916,0.0255652144551277,0.9877787828445436,0.0275899209082126,0.5630407333374023,0.576878011226654,same_conv_conv_head_1693849476.7056108
7,0.9886075258255004,0.0252624880522489,0.9887661933898926,0.0248889606446027,0.5823110938072205,0.5791807770729065,same_conv_conv_head_1693849476.7056108
8,0.9887269139289856,0.0249874517321586,0.9888328313827516,0.0247323736548423,0.5834046006202698,0.5814138650894165,same_conv_conv_head_1693849476.7056108
