,avg_episodic_return,avg_episodic_length,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,run
1024,0.6217105388641357,1.1217105388641357,0.0002500000118743628,0.17167094349861145,-0.03843950852751732,3.2338194847106934,-0.005152332596480846,0.0026924884878098965,0.09326171875,-0.8522427082061768,507.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
2048,0.8450549244880676,1.1263736486434937,0.0002499744005035609,35.4769401550293,-0.009487442672252655,3.2123870849609375,0.0151850376278162,0.005601214244961739,0.225830078125,-0.00716400146484375,673.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
3072,0.7373347878456116,1.1277532577514648,0.000249948789132759,17.704038619995117,-0.008050743490457535,3.228593349456787,0.010030517354607582,0.004661844111979008,0.2099609375,-0.011803984642028809,755.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
4096,0.7386990189552307,1.128996729850769,0.0002499232068657875,0.07820482552051544,-0.017512276768684387,3.2435431480407715,0.007868955843150616,0.0035241064615547657,0.124267578125,0.00014215707778930664,800.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
5120,1.0329018831253052,1.1035598516464233,0.0002498975954949856,71.83782958984375,-0.013498246669769287,3.2349090576171875,0.009438390843570232,0.0040524909272789955,0.0537109375,-0.00015914440155029297,828.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
6144,0.8311547040939331,1.1143790483474731,0.00024987198412418365,36.7259407043457,-0.01021759957075119,3.235079288482666,0.0172446146607399,0.003798261284828186,0.078857421875,0.0024948716163635254,851.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
7168,0.9354663491249084,1.1117136478424072,0.0002498464018572122,50.760562896728516,-0.011181840673089027,3.228403091430664,0.01025922317057848,0.004929578863084316,0.135009765625,-0.0019414424896240234,866.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
8192,0.9672948718070984,1.1363636255264282,0.00024982079048641026,54.17389678955078,-0.010883428156375885,3.223759174346924,0.0016747661866247654,0.0029985872097313404,0.041259765625,-0.0002454519271850586,880.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
9216,0.7305585741996765,1.121577262878418,0.00024979517911560833,19.39151382446289,-0.006995782256126404,3.231529712677002,0.0034684836864471436,0.002443370409309864,0.09619140625,-0.004591464996337891,889.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
10240,0.7172264456748962,1.1094257831573486,0.00024976959684863687,17.441871643066406,-0.007660984992980957,3.2306251525878906,0.011231692507863045,0.002598188119009137,0.107666015625,0.0005372166633605957,899.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
11264,0.6303867697715759,1.1303867101669312,0.00024974398547783494,0.05967942625284195,-0.027680516242980957,3.2298355102539062,0.004137719050049782,0.0019792967941612005,0.072021484375,-0.09752798080444336,907.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
12288,0.7174620628356934,1.1095445156097412,0.000249718374107033,36.92819595336914,-0.009971443563699722,3.2227115631103516,0.0038129109889268875,0.0032135918736457825,0.0400390625,-0.004981279373168945,914.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
13312,0.7584080696105957,1.146860957145691,0.00024969279184006155,17.50954246520996,-0.00718572735786438,3.189589500427246,0.00021734833717346191,0.0029415383469313383,0.1357421875,-0.0018264055252075195,921.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
14336,0.7311475276947021,1.1224043369293213,0.0002496671804692596,17.442028045654297,-0.007568115368485451,3.2236454486846924,0.01225496269762516,0.003948499448597431,0.183349609375,0.0008556842803955078,922.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
15360,0.7321624755859375,1.1229418516159058,0.0002496415690984577,19.349098205566406,-0.007343193516135216,3.211714267730713,0.004719107411801815,0.001861325465142727,0.163818359375,-0.0005563497543334961,922.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
16384,0.7196312546730042,1.1117136478424072,0.0002496159868314862,19.235544204711914,-0.006229005753993988,3.205355644226074,0.0043764617294073105,0.004879765212535858,0.099365234375,0.0035155415534973145,920.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
17408,0.6207464337348938,1.120746374130249,0.0002495903754606843,0.06497494131326675,-0.03132861107587814,3.1948752403259277,0.007860904559493065,0.0024535409174859524,0.11181640625,-0.1329442262649536,910.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
18432,0.6285714507102966,1.1285713911056519,0.0002495647640898824,0.07510413229465485,-0.02850487269461155,3.2025339603424072,0.007331747096031904,0.0027530835941433907,0.13818359375,-0.058233022689819336,901.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
19456,0.9581036567687988,1.128996729850769,0.0002495391818229109,0.05068846791982651,-0.002757089212536812,3.184387445449829,0.01129460521042347,0.0033557359129190445,0.1279296875,-0.001568436622619629,891.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
20480,1.0690608024597168,1.129281759262085,0.000249513570452109,34.889198303222656,-0.009154751896858215,3.1956520080566406,0.012503547593951225,0.006247103679925203,0.167724609375,-0.0008416175842285156,884.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
21504,0.7411699891090393,1.131346583366394,0.00024948795908130705,17.496183395385742,-0.007666449993848801,3.1618261337280273,0.015192247927188873,0.004904407542198896,0.188720703125,-0.001766800880432129,879.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
22528,0.7108953595161438,1.1035598516464233,0.0002494623768143356,19.324207305908203,-0.007287263870239258,3.1976499557495117,0.00459646712988615,0.004023266024887562,0.18505859375,-0.0010155439376831055,873.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
23552,0.7154427766799927,1.107991337776184,0.00024943676544353366,0.06323188543319702,-0.012979759834706783,3.1927692890167236,-0.001305177342146635,0.005591460503637791,0.17626953125,-0.0055931806564331055,869.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
24576,0.8362541198730469,1.1182913780212402,0.00024941115407273173,15.777883529663086,-0.007197154685854912,3.2031054496765137,0.012084830552339554,0.004845745861530304,0.169677734375,0.0008794665336608887,865.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
25600,0.7395374178886414,1.1299558877944946,0.00024938557180576026,15.836095809936523,-0.007797811180353165,3.1705446243286133,0.010263161733746529,0.0038333586417138577,0.182373046875,-0.0024749040603637695,863.0,Sudoku-x1__OnlyConvSeperateValue_x1__1__1693208500
