,avg_episodic_return,avg_episodic_length,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,run
1024,-0.15204080939292908,1.0448979139328003,0.0002500000118743628,17.90836524963379,-0.004044517874717712,4.099014759063721,0.002020886167883873,0.0002739196643233299,0.0,0.0027016401290893555,477.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
2048,-0.3014403283596039,1.0534979104995728,0.0002499744005035609,0.3100642263889313,-0.0053522586822509766,4.0973734855651855,-0.000353923998773098,0.00023796642199158669,0.0,-0.02595353126525879,599.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
3072,-0.34205126762390137,1.050256371498108,0.000249948789132759,0.27284055948257446,-0.006137661635875702,4.129602432250977,-0.0005634445697069168,0.000592344906181097,0.0,-0.01105952262878418,653.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
4096,-0.055327869951725006,1.049180269241333,0.0002499232068657875,35.8599853515625,-0.004111235961318016,4.07305908203125,0.0009974204003810883,0.0003347489982843399,0.0,-0.0008300542831420898,689.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
5120,-0.2936670184135437,1.045965313911438,0.0002498975954949856,0.28253045678138733,-0.002268983982503414,4.132513999938965,-0.0021896185353398323,0.00043218559585511684,0.0,-0.023797273635864258,713.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
6144,-0.31224489212036133,1.0448979139328003,0.00024987198412418365,0.28709328174591064,-0.0068120285868644714,4.1154375076293945,0.006413543596863747,0.0009798291139304638,0.002685546875,-0.02918243408203125,726.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
7168,-0.2888774573802948,1.054582953453064,0.0002498464018572122,0.3205232322216034,-0.012226585298776627,4.0784807205200195,0.005912082269787788,0.0022790252696722746,0.029541015625,-0.031626343727111816,736.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
8192,-0.21230769157409668,1.050256371498108,0.00024982079048641026,33.962032318115234,-0.006249666213989258,4.071805477142334,-0.0037679914385080338,0.0018265098333358765,0.02294921875,0.0023437142372131348,745.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
9216,-0.30408161878585815,1.0438776016235352,0.00024979517911560833,0.28232043981552124,-0.008099263533949852,4.101579666137695,-0.0015721870586276054,0.0014983632136136293,0.005615234375,-0.018985986709594727,751.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
10240,-0.29585492610931396,1.0621761083602905,0.00024976959684863687,0.27095240354537964,-0.010505305603146553,4.129312038421631,0.007093499414622784,0.0016220805700868368,0.037841796875,-0.022246599197387695,757.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
11264,-0.1956295520067215,1.0624349117279053,0.00024974398547783494,0.3060618042945862,-0.0015412457287311554,4.1201300621032715,-8.5512176156044e-05,0.0005359004717320204,0.000732421875,-0.0013494491577148438,762.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
12288,-0.31481480598449707,1.0555555820465088,0.000249718374107033,0.2946251630783081,-0.01585027389228344,4.08725643157959,0.014496279880404472,0.0018997308798134327,0.023681640625,-0.020859718322753906,766.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
13312,-0.28891149163246155,1.0427263975143433,0.00024969279184006155,0.29735708236694336,-0.009833604097366333,4.114340782165527,-0.0017233751714229584,0.0011199603322893381,0.00634765625,-0.024526357650756836,769.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
14336,-0.3512820601463318,1.050256371498108,0.0002496671804692596,0.28502267599105835,-0.012833550572395325,4.07284688949585,0.0013407617807388306,0.0019169591832906008,0.019775390625,-0.0307081937789917,771.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
15360,-0.31989794969558716,1.0448979139328003,0.0002496415690984577,0.2751370668411255,-0.009387653321027756,4.070468425750732,0.0007628044113516808,0.000817510299384594,0.00390625,-0.021018505096435547,775.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
16384,-0.32028836011886597,1.052523136138916,0.0002496159868314862,0.28808754682540894,-0.013553384691476822,4.044135570526123,0.0018747486174106598,0.001621535513550043,0.091552734375,-0.0004774332046508789,777.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
17408,-0.3166666626930237,1.0363636016845703,0.0002495903754606843,0.2842065691947937,-0.013245133683085442,4.110239028930664,-0.005672944709658623,0.002202120376750827,0.091064453125,-0.015636324882507324,778.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
18432,-0.2021494358778,1.0481064319610596,0.0002495647640898824,37.73474884033203,-0.009201280772686005,4.100717544555664,0.00048572011291980743,0.0005951013881713152,0.000732421875,-0.0029526948928833008,780.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
19456,-0.29234692454338074,1.0448979139328003,0.0002495391818229109,0.2842600345611572,-0.011875692754983902,4.101411819458008,0.0015506111085414886,0.0007147034630179405,0.0009765625,-0.018140554428100586,781.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
20480,-0.30051547288894653,1.054639220237732,0.000249513570452109,0.34077781438827515,-0.020732669159770012,4.076535701751709,-0.0005462728440761566,0.002008179435506463,0.015869140625,-0.014902710914611816,781.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
21504,-0.2925311326980591,1.0632779598236084,0.00024948795908130705,0.29113802313804626,-0.01133185438811779,4.128881454467773,-0.0001943930983543396,0.0005586803890764713,0.00048828125,-0.016553640365600586,782.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
22528,-0.3097207844257355,1.0589451789855957,0.0002494623768143356,0.2768610417842865,-0.015752896666526794,4.117421627044678,0.007399802096188068,0.0007393842097371817,0.0009765625,-0.011658430099487305,783.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
23552,-0.2855670154094696,1.055670142173767,0.00024943676544353366,0.2991216778755188,-0.011570092290639877,4.098586082458496,-0.0039457231760025024,0.0017906725406646729,0.022705078125,-0.016504764556884766,784.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
24576,-0.3384615480899811,1.0492308139801025,0.00024941115407273173,0.31675058603286743,-0.012642934918403625,4.107816219329834,-0.0030897092074155807,0.0017133255023509264,0.013427734375,-0.01708066463470459,784.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
25600,-0.32389289140701294,1.0535529851913452,0.00024938557180576026,0.29062512516975403,-0.015407996252179146,4.062302589416504,0.010615883395075798,0.0023816851899027824,0.05517578125,-0.057393789291381836,783.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
26624,-0.2936345040798187,1.0533881187438965,0.00024935996043495834,0.3247961401939392,-0.017231302335858345,4.0859055519104,0.002824096940457821,0.0021423010621219873,0.028076171875,-0.018743276596069336,774.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
27648,-0.28274428844451904,1.0623700618743896,0.0002493343490641564,0.31180524826049805,-0.009524979628622532,4.038351535797119,0.007286517880856991,0.002161246258765459,0.016357421875,-0.027654647827148438,770.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
28672,-0.22256410121917725,1.0523077249526978,0.00024930876679718494,0.2877504229545593,-0.007986875250935555,4.08164644241333,0.0023847483098506927,0.002444341080263257,0.07275390625,0.0025513172149658203,770.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
29696,-0.2671161890029907,1.062240719795227,0.000249283155426383,0.3473566174507141,-0.013158269226551056,4.066397666931152,0.00031730253249406815,0.0024827122688293457,0.0322265625,-0.019277215003967285,773.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
30720,-0.3650306761264801,1.046012282371521,0.0002492575440555811,0.26087838411331177,-0.012693467549979687,4.075620174407959,-0.0037820301949977875,0.001684966729953885,0.01220703125,-0.016162633895874023,775.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
31744,-0.29937952756881714,1.0599793195724487,0.0002492319617886096,0.3257460296154022,-0.014560364186763763,4.0936126708984375,0.001649327576160431,0.0016860943287611008,0.0322265625,-0.035649895668029785,777.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
32768,-0.23295454680919647,1.0568181276321411,0.0002492063504178077,0.3236755430698395,-0.012065336108207703,4.042815685272217,0.0018485859036445618,0.0014459544327110052,0.026123046875,-0.0007300376892089844,774.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
33792,-0.3333333432674408,1.0610766410827637,0.00024918073904700577,0.27426624298095703,-0.01566816121339798,4.062973499298096,0.004973315633833408,0.0015143039636313915,0.025390625,-0.030704855918884277,772.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
34816,-0.1526479721069336,1.0633437633514404,0.0002491551567800343,37.62171936035156,-0.008628150448203087,4.012086868286133,-0.002364068292081356,0.0014168957713991404,0.021240234375,0.0004208087921142578,771.0,Sudoku-x1__ConvMultiActionOtherRewardsLonger__1__1693064039
