,avg_episodic_return,avg_episodic_length,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,run
17408,-0.3153292238712311,1.0534979104995728,0.0002495903754606843,0.3334721028804779,-0.04459144175052643,4.055450916290283,0.000483059324324131,0.0026122957933694124,0.030029296875,-0.012578129768371582,761.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
18432,-0.19343066215515137,1.0677789449691772,0.0002495647640898824,0.3314002752304077,-0.0264710932970047,4.028521537780762,0.00688541866838932,0.00162495207041502,0.021484375,0.002776205539703369,760.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
19456,-0.3189743459224701,1.050256371498108,0.0002495391818229109,0.2954748272895813,-0.04695376753807068,4.099608421325684,0.0061491383239626884,0.0026953662745654583,0.04638671875,-0.0398862361907959,757.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
20480,-0.31269192695617676,1.0470829010009766,0.000249513570452109,0.3251972794532776,-0.04606425762176514,4.091043472290039,0.004110139794647694,0.003314404282718897,0.07373046875,-0.03338980674743652,758.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
21504,-0.2055150866508484,1.06659734249115,0.00024948795908130705,0.3208894431591034,-0.026263128966093063,4.10166597366333,0.01398967020213604,0.0021315645426511765,0.02392578125,0.0030281543731689453,760.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
22528,-0.3219735622406006,1.041709065437317,0.0002494623768143356,0.2794453501701355,-0.05100163072347641,4.090970039367676,0.004996010102331638,0.0030417577363550663,0.06640625,-0.030182480812072754,761.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
23552,-0.3701431453227997,1.047034740447998,0.00024943676544353366,0.29049378633499146,-0.04873761534690857,4.073046684265137,-0.004205402918159962,0.003066825680434704,0.07666015625,-0.04108834266662598,758.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
24576,-0.31282317638397217,1.0589451789855957,0.00024941115407273173,0.30609580874443054,-0.045896634459495544,4.06964111328125,-0.0006783409044146538,0.003596775233745575,0.08837890625,-0.019356727600097656,759.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
25600,-0.22824974358081818,1.0481064319610596,0.00024938557180576026,16.38216781616211,-0.010186173021793365,4.068096160888672,0.00288503710180521,0.0013254317454993725,0.00830078125,-0.004664778709411621,760.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
26624,-0.3402489721775055,1.062240719795227,0.00024935996043495834,0.3259231448173523,-0.04843378812074661,4.057433605194092,0.005103753879666328,0.0037076768931001425,0.11279296875,-0.021336674690246582,760.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
27648,-0.2946058213710785,1.0612033605575562,0.0002493343490641564,0.3228232264518738,-0.05043984204530716,4.023932456970215,0.009548970498144627,0.003698711981996894,0.09619140625,-0.012859225273132324,755.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
28672,-0.2133956402540207,1.0633437633514404,0.00024930876679718494,0.3117867410182953,-0.02778083086013794,4.04213809967041,0.004173094406723976,0.0016202148981392384,0.01953125,-0.0004595518112182617,753.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
29696,-0.3002091944217682,1.0721757411956787,0.000249283155426383,0.35532447695732117,-0.051897622644901276,3.990017890930176,-0.0041059814393520355,0.004222584888339043,0.080322265625,-0.013957858085632324,755.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
30720,-0.2626942992210388,1.0611399412155151,0.0002492575440555811,0.33434101939201355,-0.05861056596040726,4.035129547119141,0.002584676258265972,0.0039844270795583725,0.070068359375,-0.013479471206665039,755.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
31744,-0.3430173397064209,1.043832778930664,0.0002492319617886096,0.2962992191314697,-0.05192284658551216,4.074236869812012,-0.004619342274963856,0.00350613403134048,0.0849609375,-0.023929834365844727,755.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
32768,-0.33865979313850403,1.0536082983016968,0.0002492063504178077,0.30104249715805054,-0.05541710555553436,4.0355963706970215,0.0029475633054971695,0.0038719328586012125,0.0751953125,-0.019565582275390625,754.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
33792,-0.1989690661430359,1.0567010641098022,0.00024918073904700577,0.32625818252563477,-0.025621293112635612,3.9979376792907715,0.002987953834235668,0.001845870167016983,0.0341796875,-0.004313945770263672,750.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
34816,-0.3061855733394623,1.0567010641098022,0.0002491551567800343,0.30257198214530945,-0.0549638606607914,4.006743431091309,0.0001609809696674347,0.0034243843983858824,0.0947265625,-0.01332235336303711,752.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
35840,-0.26594650745391846,1.0534979104995728,0.0002491295454092324,0.2992742657661438,-0.054997675120830536,4.07139778137207,0.006937078200280666,0.003659328445792198,0.088623046875,-0.019875168800354004,752.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
36864,-0.32233503460884094,1.0395939350128174,0.00024910393403843045,0.29854846000671387,-0.061546191573143005,4.06805419921875,0.00827319361269474,0.004392948932945728,0.084716796875,-0.020699024200439453,753.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
37888,-0.22204968333244324,1.0600414276123047,0.000249078351771459,18.079544067382812,-0.010734327137470245,4.0181884765625,0.0055943746119737625,0.002750248648226261,0.051513671875,-0.002733588218688965,755.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
38912,-0.18134714663028717,1.0611399412155151,0.00024905274040065706,18.12209129333496,-0.009648110717535019,3.9863319396972656,0.0020878389477729797,0.0023257595021277666,0.029296875,-0.003786325454711914,757.0,Sudoku-x1__MultiActionOtherRewards__1__1693062297
